x,y,timestamp
1019.3257106006811,597.0785161680225,95327.19999992847
1009.1476331131669,601.0370638572948,95360.79999995232
990.0644936087778,616.8776550509901,95389.5
989.1875385010349,631.2490626054395,95420
981.2753781361577,636.0112380183282,95449.09999990463
967.8173518102338,628.494436381202,95480.29999995232
987.1154966934166,630.1751936110658,95534.79999995232
1008.2169865967604,633.0826608878012,95564.29999995232
990.3638689155055,618.4753978234534,95600.39999997616
966.4710609343736,602.8513799530716,95629.19999992847
961.0520162274954,562.319423467743,95658.69999992847
904.965652770272,486.48819476580655,95687.39999997616
760.0066862883782,403.28522045517497,95733.89999997616
608.9301179915141,319.1526152200578,95764.09999990463
443.63158008612504,233.4976897943705,95793.09999990463
289.9647985854336,156.39656375414867,95821.5
163.5640162108824,100.74603507094416,95854.59999990463
103.92540086565131,66.24609635753119,95883.5
56.26451794473885,50.36160750035958,95911.59999990463
28.774027462977095,41.1402649069848,95942.09999990463
-7.306532441083128,34.42782117138117,95987.19999992847
1.3198937475042527,33.466424804866826,96017.09999990463
-11.522050245982882,34.774432700116535,96046.59999990463
16.06931059919004,40.34723260054104,96075.29999995232
44.87841835658615,47.7372814150056,96103.19999992847
48.31901809842051,40.472478051966945,96133.89999997616
87.97801737319566,52.22894511342601,96163.29999995232
84.63356999832824,93.62940325417537,96192.69999992847
80.85390228604568,110.32629182986214,96220.19999992847
101.93349029170427,133.15567318650753,96249.79999995232
89.05572724758132,139.93785678378103,96280.79999995232
116.66424446918816,159.13599458965967,96334.09999990463
114.16888335721185,167.64033784216616,96363.79999995232
132.09224168328248,169.15848768754287,96401.59999990463
116.35530793257543,168.63161155192515,96430.19999992847
97.32441233668273,179.80534484068127,96467.69999992847
93.84275523101499,177.74358554380498,96497.39999997616
97.86136664640134,182.12492873830055,96526.59999990463
101.70562720822709,185.31497392474176,96554.89999997616
96.89356203530711,181.47937497404618,96582.69999992847
98.74644283248998,166.4628521573122,96612
123.85404528232202,171.1343092998254,96667.79999995232
132.5440063236709,165.10779316267195,96698.69999992847
150.12047068762473,160.38509137769603,96735.29999995232
128.03556113886037,137.52364611251144,96763.5
128.79099053663282,134.65639702380895,96790.69999992847
131.63325938904103,144.44979121221286,96820.09999990463
148.82310736102548,157.91894144128443,96850.5
154.36609187427132,171.14065997075,96883
194.76023834146412,185.72557120635656,96912.69999992847
181.52350054172067,163.8271933047401,96942.69999992847
192.2258189902157,160.1760492023598,96974.29999995232
206.91477484366357,171.43251793538855,97002.5
191.15327390833343,167.1621241681384,97031.69999992847
152.51491170302376,167.81819759438184,97060.79999995232
141.15822199083163,163.59868847998237,97089.09999990463
164.71467630184836,163.6087466306272,97116.69999992847
150.31960039018625,168.86620804044261,97150.59999990463
192.7156623070925,183.2930594140324,97179.39999997616
180.52195171693936,190.50530146226168,97208.59999990463
190.79641781594194,185.07087695681108,97255.19999992847
139.58815279320308,181.8972298768338,97284.29999995232
120.25790077138744,171.1119908604351,97313.5
69.01863082744464,173.3135290578879,97343.39999997616
89.31121393028776,166.0830803943525,97374.59999990463
67.77927503832728,174.3440286358115,97404.09999990463
99.10625247681111,170.7685463939513,97433.69999992847
74.56135294429704,173.721778380097,97462.59999990463
97.34402433508058,165.0155599729766,97508.19999992847
113.06970991068977,167.54214650661638,97539.09999990463
114.43659051250343,161.4466907024249,97570.79999995232
161.9125343404806,142.9863251268378,97601.39999997616
341.9993839001186,148.3937878036631,97631.59999990463
441.9088685785429,139.56896308098564,97668.09999990463
533.2917599824975,136.8068630170041,97721.5
591.7013019658527,131.9756077602267,97752.89999997616
678.3290704459992,131.39197100459234,97782.59999990463
672.8716694921228,105.39133258087585,97814.79999995232
691.6694309096654,115.83606503739878,97845.19999992847
664.360159647921,88.02914507478073,97875.5
647.2896665206608,96.51234965527132,97905.29999995232
674.9289667579453,98.29666382853783,97937.39999997616
683.3134355953227,117.14537621228988,97968.09999990463
704.8625945183941,132.3226493883585,97997.59999990463
720.6186812816,144.51315805401762,98031.09999990463
716.5550232119883,129.81773435989544,98060.19999992847
709.8941609763679,147.31468844553925,98089.19999992847
690.7301588410022,134.37914657636588,98117.89999997616
677.0546751885262,122.24547564253757,98151.5
685.8813015251861,139.85571194796614,98182.19999992847
684.9073762799329,149.7286354708985,98211.79999995232
688.6338880468326,137.78693657535777,98244.09999990463
679.725086275174,138.83050796964267,98272.89999997616
673.9686905458597,126.03752423811757,98301.09999990463
671.1244767723176,132.35919797732285,98330.89999997616
657.289898962803,138.93092366995566,98361.59999990463
656.1705277837067,131.19037522539253,98415.19999992847
649.8807447833512,143.09956811575591,98446.69999992847
631.3389761112088,158.77128338505534,98475.69999992847
637.0133572913385,140.26679004301164,98502.79999995232
626.6478504593045,142.9818814325433,98532
639.376772346859,132.4399161561084,98564.79999995232
638.3605187000375,141.2083948531029,98594.89999997616
647.0973758742017,132.81808868202305,98624.39999997616
630.3525111071599,134.01537256199853,98655.89999997616
616.1134863617094,135.13648583235425,98684.89999997616
625.488638740814,135.1100251704934,98721.79999995232
633.1512168983978,141.40719748102396,98775.39999997616
626.8257107686408,146.26967355049328,98808.5
625.4544293531573,153.46513945641783,98838.09999990463
627.0809358506868,153.67470988786167,98871.09999990463
620.7834404493234,147.84654096886948,98901
639.6270842097567,159.69012811828526,98929.89999997616
649.0474686253508,151.35399542813153,98958.79999995232
631.0010536742834,138.50036604768047,98991.89999997616
598.62859935642,123.29735347462596,99021.59999990463
582.954290227291,127.00465618106584,99050.19999992847
562.6447425443625,110.11947673402192,99081.69999992847
524.9589143049383,93.40663225356197,99111.89999997616
519.8387181675968,103.78316839292634,99140.79999995232
525.6135427803324,101.53755669295539,99170.39999997616
481.36071643839455,69.69627335272473,99202.79999995232
439.29541470170807,64.75336938657831,99231.39999997616
410.67250206090864,51.48538966494755,99260.29999995232
380.8541443954232,54.38467081743777,99291
376.35830096712823,54.11398137584781,99322.19999992847
399.83098070784183,79.48703285288798,99375.5
411.45387018761136,73.94470489311887,99405.69999992847
411.7589370325714,82.6879592163709,99437.09999990463
454.90041130701485,79.0503665577749,99469.29999995232
440.86201109201625,83.29484014465761,99498.5
430.75005559602226,71.79146839206085,99537.09999990463
426.3089044705275,71.68307960542269,99566.09999990463
443.0519144681272,67.32480289722122,99595.29999995232
