x,y,timestamp
586.3969235002382,210.94588832421152,409234
599.2301351463622,224.07199459444672,409299.60000000894
615.3881736583423,240.15191228704407,409367.200000003
635.9059319984133,259.17063584207904,409421.40000000596
653.8002935066734,284.74404949051234,409486.200000003
689.5425887657123,302.90379369026067,409541
707.2380848483847,315.822425114567,409606.3000000119
713.5349965230995,331.2677555075817,409673.200000003
711.0646092531109,320.08798699411045,409728.5
725.3074691170426,319.4858696560426,409781.700000003
741.4173444578571,316.26272942672716,409846.40000000596
766.3484737155339,338.99923203035706,409914
778.7755519433731,331.3958717535173,409980
774.0478952810706,332.01757951547773,410046.5
762.0705023997166,337.0366369666828,410103.8000000119
782.1750287414794,339.87617638998086,410166.5
762.9219974709886,335.3789398122227,410220.3000000119
744.7948789312013,334.11435002076246,410287.40000000596
701.6641569454321,337.07068895561633,410341.60000000894
715.6559720641667,331.1369540440967,410406.60000000894
695.9868689368351,324.71306944597495,410474.200000003
686.3687025351353,299.44080843100113,410540
705.9972041235643,275.55636368726994,410606.700000003
707.1150724229051,288.61949737307225,410662.90000000596
730.0157993636936,243.92565861077622,410716
752.0124066266086,222.5619090289519,410780.3000000119
781.2016749795007,245.5432311075664,410849.40000000596
820.8802686433658,281.81412289017055,410904.200000003
819.6023238945322,294.2492888604336,410968.8000000119
864.9059569076602,305.592306030398,411025.40000000596
853.2181031383227,326.0056894637947,411088.90000000596
924.4168849696433,366.7956284914992,411143.40000000596
957.6723738060444,342.96037357438456,411209.700000003
992.4832364182349,344.73496835761256,411265.5
1019.5115537494484,327.2591579167294,411329
1031.6094835324068,307.36108016549593,411385.8000000119
1055.5788787653387,283.6957551502417,411449.5
1049.2919722107279,241.49268633243187,411506.200000003
1047.8925449530514,222.3812989416177,411568.10000000894
1022.0960730514963,243.6855342628702,411621
1027.985411364926,230.6581630501072,411675.60000000894
1014.9253801274857,219.81709616136803,411741.700000003
972.9923844175961,220.62439899473628,411807.40000000596
970.2247951288078,215.6829655705941,411862.3000000119
930.1034120805773,187.11982769514864,411928
927.8672675103888,181.10608024792074,411994
907.9718357954166,191.75473256155556,412060.90000000596
875.8529370027619,196.87273114866164,412128.3000000119
864.7105719759587,190.67028473353344,412182.8000000119
832.0125426151444,202.6565771702682,412238.10000000894
816.0422849590192,170.72070149448305,412294
815.4251613903928,146.7041565713871,412354.200000003
800.9137142021482,147.9811890289338,412420.90000000596
764.9194437392935,167.12595102394005,412488.40000000596
725.3434323729302,181.9116196471806,412554.200000003
760.8390695286176,197.77091062074848,412621
812.9028425124008,199.83528403912928,412675.3000000119
859.786617318715,201.6672442587957,412727.700000003
876.0604065693499,208.00572286152163,412794.5
988.4954778302291,198.28185147538574,412861.8000000119
1074.3956891279342,201.2602371870173,412927.90000000596
1140.6649560235928,188.2843584493168,412982
1189.180617299644,187.0932488085992,413048.60000000894
1189.316488793979,178.3583946689476,413114.5
1180.5952480325368,176.82116227863682,413167.90000000596
1171.8118092735067,183.10095943895453,413222.10000000894
1202.1610557934903,181.8794764524986,413275.200000003
1162.9989270441567,194.55260702306222,413328
1191.0120416095367,203.33882768551862,413382.60000000894
1225.8807389876176,185.55822501630433,413434.8000000119
1257.4324685677666,177.77975717986436,413489.10000000894
1290.81253907094,179.62843058538124,413543.5
1304.589245480943,188.20920412219976,413608.10000000894
1321.3757387576231,178.89510875822722,413661.5
1343.485603610944,182.73050836743653,413715.60000000894
1373.8591542457873,193.19424309570772,413781.40000000596
1418.2969395633927,213.3945115616059,413848
1440.5029843993773,222.5806016315161,413915.8000000119
1454.9501269228474,226.7932191225186,413981.5
1442.4440268617072,222.76559777943538,414048.40000000596
1407.9907043581256,204.41561525634137,414102.90000000596
1362.817872612336,212.25131536632534,414157
1371.7117909164845,223.34752632842017,414221.700000003
1338.7761491792307,231.85034346365686,414277.200000003
1202.896976545319,220.18523354034136,414341.8000000119
1105.2186304202569,219.80722546789536,414408.40000000596
1006.9366111092919,241.06092188525446,414463.200000003
858.8958849920988,289.63063982793597,414515.60000000894
741.3557271378604,324.43746483330335,414569.5
638.9441932599517,345.4838052602445,414636.10000000894
554.5610839216152,378.2443853186376,414691.10000000894
508.32597749347593,389.70631704984305,414743.3000000119
476.90537588771116,408.41947692639013,414809.3000000119
442.40783104618833,406.4511350859938,414875.3000000119
448.33623312551623,436.8643238874967,414942.10000000894
454.0913994576538,431.26963442314013,414996
461.9814535407793,397.93554333739195,415062.10000000894
469.1682389950944,378.8276155705045,415115.40000000596
491.9290716546612,385.69108331135044,415182.90000000596
489.0156924984947,404.3323651344087,415236.90000000596
503.9863636017579,416.1612504192214,415302.200000003
527.3225868120813,427.6950228147979,415369.700000003
534.4476811650021,438.60913981960283,415422.3000000119
519.5918743985171,443.9378498068212,415475.700000003
539.1995705733501,448.6438316798208,415529.60000000894
513.9389529006118,433.2326053793272,415595.8000000119
519.1899703695904,459.6546648966807,415649
539.7692534601478,452.39822445986255,415703.200000003
570.8321894655052,440.4670707421357,415768.90000000596
574.2672157440356,466.68077129714743,415835.8000000119
582.2096031901356,484.252383251114,415903.200000003
581.172575518182,498.5229340938253,415956.700000003
580.8128994584117,517.1191512286455,416022.5
559.6645130134036,535.3556990364667,416090.10000000894
543.9470852853624,533.7514134013234,416142.60000000894
531.6880973028805,541.0560389660884,416196.200000003
538.0686413257606,521.0830905730155,416263.40000000596
530.3557296460255,512.7682500616975,416329.3000000119
543.7220108491446,502.03166044890764,416396
525.6269473158357,512.4890125148514,416463.60000000894
501.9653499285398,533.600892218525,416516.3000000119
491.9227752281789,550.7801619508424,416582.90000000596
497.2016588859929,570.8391142948389,416637.5
454.582149250851,587.3826414069234,416702.8000000119
463.4262260514612,607.2579438958485,416757.3000000119
470.06433181027006,625.1246735026567,416823.5
460.3604431844537,640.5940233824587,416889.60000000894
469.7582871772368,652.3477913591007,416956.90000000596
483.9461653478104,690.2059664036955,417023.90000000596
491.2096009287922,696.3591666095901,417077.700000003
506.9370465584538,707.3283794424975,417130.8000000119
515.8452120635236,727.2788219370391,417197.40000000596
677.5600167323726,724.5716618839595,417263.10000000894
855.4729748281467,712.9786505492292,417316.3000000119
978.7827790592588,696.7528192447788,417383.8000000119
1159.6508586931586,702.3842163186548,417449.8000000119
1297.3907951123992,694.0428967255656,417516.700000003
1391.2095895746415,692.3966658368066,417584
1456.6499991565468,701.1194018692098,417636.700000003
1491.0671284563723,699.3691339303772,417690.700000003
1516.0010646021274,696.4605560680586,417757.700000003
1545.7776791066597,686.6338635578663,417823.3000000119
1553.869067141011,680.1795018976883,417876.8000000119
1549.9613230080465,674.9556310831084,417944.200000003
1559.3034232254136,676.1214004558299,418010.10000000894
1562.0665646656596,671.5363296663727,418076.90000000596
1553.0582347728132,669.0819697048837,418132.60000000894
1545.94014140483,674.5158061814815,418185.60000000894
1491.4454117197176,675.1516958654308,418250.200000003
1436.2742571691144,675.511950754686,418317.700000003
1217.2131901284956,666.9778274262709,418383.60000000894
1055.9912394702774,638.5667810330868,418437.700000003
897.1517152522692,584.2364309352813,418504.40000000596
790.9413691516875,529.5262185961133,418570.40000000596
674.7500265429437,481.33645231823755,418625.200000003
593.3833749078611,438.34797122746613,418679.40000000596
542.077133871518,402.8863672506719,418743.700000003
498.28553720963134,382.26283684439784,418810.40000000596
448.8742792496507,381.9921397510505,418877.90000000596
442.2991436235385,390.2613523363743,418943.8000000119
437.2229774583092,382.5697152561347,418998
449.65849395637764,406.32405815173064,419064.8000000119
445.7149906241901,427.84315559230083,419119.8000000119
450.6009310133408,449.9206095573009,419174.40000000596
463.41354177342384,462.50946220050236,419238.10000000894
482.80724959083096,462.6378329079482,419304
493.2121344814156,497.47731146914026,419370.700000003
559.9069667784822,523.3597146194061,419438.200000003
631.0742225241048,516.1846633399842,419504
683.242853665501,499.6745452044586,419558.60000000894
729.0419372901518,517.1146530806683,419614.5
773.4307945252631,516.6922347306914,419677.3000000119
800.4253878943765,509.21527874797897,419744.40000000596
819.0449965756313,512.8478685872127,419799.10000000894
860.8660892080027,533.4520417263356,419864.200000003
903.6740708029647,548.573126072621,419931.10000000894
973.9779153195142,558.4681007678763,419998.40000000596
1004.5687974829168,575.5335981173916,420051.5
1037.3462455677802,593.4088094891946,420104.200000003
1137.7572041074905,603.1705175612642,420172.3000000119
1226.5977070951155,632.3159591833075,420237.90000000596
1265.7492264364043,650.9881382410922,420292.5
1295.4099774095696,675.8769744410757,420358.700000003
1347.3040014631442,757.7761468155353,420424.60000000894
1387.546702329727,778.5496676651591,420491.200000003
