x,y,timestamp
990.2150160520872,668.0480224699293,277596.10000002384
1010.0948873318179,691.258778335084,277634.39999997616
989.8939960721683,672.8277746771594,277694.2000000477
1014.1738059272614,666.2320020381627,277733.5
1006.3464234908096,664.5658208571116,277769.7000000477
1009.3584057761592,657.7774092407598,277807.10000002384
987.2908677045102,652.9255738377623,277855.10000002384
967.7532396472832,653.4788255729044,277907.5
944.0131959064728,635.6424202555436,277944.60000002384
947.1399594899025,633.5295460093652,277981.39999997616
839.46163370463,580.6660003636601,278020.7000000477
714.3895624673397,486.71579164826005,278067.5
580.7301889987411,409.96363924286743,278106.39999997616
461.4410462312502,341.8993863788252,278143.89999997616
364.9211505443193,304.6229644960289,278179.2999999523
317.96932184422,254.87096283794722,278228.7999999523
234.71214137362924,241.88406617103746,278266.39999997616
218.9334554395091,209.32272047595083,278303.2000000477
210.33739710580545,184.54091010368387,278339.39999997616
203.32426956792506,166.84962851985117,278387.7999999523
190.0016451099665,163.65196631422768,278425.5
194.90780258574716,174.86546257458807,278465.60000002384
170.28807309147834,189.745718577473,278501.5
172.41951659580718,208.6703513477205,278547.7999999523
215.73160643879763,211.58098976865978,278585.89999997616
217.0523759035931,192.4426726470851,278623.2999999523
244.8314318705431,197.52148074740438,278659.7000000477
250.31462817452567,202.16941296171817,278708.89999997616
255.77705433292925,206.98130783751282,278743.89999997616
282.7309484843722,221.93087270332654,278780.2000000477
293.7482752695784,242.96247002687886,278827.89999997616
286.51301727494615,272.7656148145674,278867.60000002384
277.98717568027365,279.0248666266926,278902.7999999523
286.5884965619506,291.49671475498013,278939.7000000477
283.2149801231264,295.9018068712539,278989
306.15120182161286,298.579069074959,279026.7999999523
302.58301508628284,305.06950739842915,279062
321.90314694492633,322.46097459582046,279108.89999997616
310.2902864686171,324.24948553997467,279144.2999999523
311.88196781736605,324.10106325837114,279181.39999997616
317.91564493279066,330.7848836742831,279229.2000000477
335.07096830979145,344.44413674770897,279267.39999997616
347.4867219625444,343.8667669091427,279302.89999997616
354.32523491334797,325.5616393443766,279341.2000000477
355.77613413184963,326.86579958061895,279388.10000002384
337.1952704135803,321.17188424631223,279425.2000000477
323.13024794686817,328.39061666365535,279462.60000002384
291.58999772804174,314.00326950095683,279508.10000002384
280.0133231988328,311.2420913030297,279543.5
258.97495357766275,301.8895778157814,279581.10000002384
323.1762053780643,247.45073385276078,279628.2999999523
377.12176576921956,229.1590274574326,279681.7999999523
410.1274718118925,196.15429862540245,279720.10000002384
460.3198420066688,146.59383507043873,279757
501.1833633519719,121.80064879526002,279793
536.1177193852317,89.86320791180205,279842.89999997616
519.321284090347,65.02179761754647,279879
513.303240439387,50.32964171605607,279916.5
541.7479962568082,33.57642392033488,279953.5
565.350597403201,15.720277955906063,280001.7999999523
590.0977045503972,-2.3688190031978125,280038.7000000477
548.697820695056,10.439815317647799,280076.39999997616
573.1751483170125,7.075785777930445,280121.7999999523
574.321188396751,15.842710778721445,280160.2000000477
571.3482875757697,34.72420046246,280197.60000002384
567.6732394013336,51.88512914677172,280233
576.7117912751122,61.59941417281117,280282
598.8537048203962,74.02088452342238,280320.39999997616
606.4414636795929,129.37252067458382,280357.5
605.8475671916129,143.79257921690993,280394.2000000477
